symbol,date,open,high,low,close,volume,adjusted
IBM,2025-07-28,260.29998779296875,264,259.6099853515625,263.2099914550781,5192500,260.0087585449219
IBM,2025-07-29,264.29998779296875,265.79998779296875,261.0199890136719,262.4100036621094,4627300,259.218505859375
IBM,2025-07-30,261.6000061035156,262,258.8999938964844,260.260009765625,3718300,257.09466552734375
IBM,2025-07-31,259.57000732421875,259.989990234375,252.22000122070313,253.14999389648438,6739100,250.07110595703125
IBM,2025-08-01,251.41000366210938,251.47999572753906,245.61000061035156,250.0500030517578,9683400,247.00881958007813
IBM,2025-08-04,251.0500030517578,252.0800018310547,248.11000061035156,251.97999572753906,5280600,248.91534423828125
IBM,2025-08-05,252,252.8000030517578,249,250.6699981689453,5823000,247.62127685546875
IBM,2025-08-06,251.52999877929688,254.32000732421875,249.27999877929688,252.27999877929688,3692100,249.21170043945313
IBM,2025-08-07,252.80999755859375,255,248.8800048828125,250.16000366210938,6251300,247.11749267578125
IBM,2025-08-08,248.8800048828125,249.47999572753906,241.64999389648438,242.27000427246094,6828400,240.94154357910156
IBM,2025-08-11,242.24000549316406,243.14999389648438,234.6999969482422,236.3000030517578,9382000,235.0042724609375
IBM,2025-08-12,236.52999877929688,237.9600067138672,233.36000061035156,234.77000427246094,8792800,233.482666015625
IBM,2025-08-13,236.1999969482422,240.83999633789063,236.1999969482422,240.07000732421875,5663600,238.7536163330078
IBM,2025-08-14,238.25,239,235.6199951171875,237.11000061035156,4556700,235.80982971191406
IBM,2025-08-15,237.61000061035156,240.6199951171875,236.77000427246094,239.72000122070313,4344300,238.405517578125
IBM,2025-08-18,239.57000732421875,241.4199981689453,239.1199951171875,239.4499969482422,3569600,238.13699340820313
IBM,2025-08-19,240,242.8300018310547,239.49000549316406,241.27999877929688,3328300,239.95697021484375
IBM,2025-08-20,242.11000061035156,242.8800048828125,240.33999633789063,242.5500030517578,3240100,241.22000122070313
IBM,2025-08-21,242.2100067138672,242.5,238.64999389648438,239.39999389648438,2991900,238.08726501464844
IBM,2025-08-22,240.74000549316406,243.67999267578125,240.22000122070313,242.08999633789063,3134900,240.7625274658203
IBM,2025-08-25,242.57000732421875,242.57000732421875,239.42999267578125,239.42999267578125,3513300,238.1171112060547
IBM,2025-08-26,241.02000427246094,244.97999572753906,240.3800048828125,242.6300048828125,5386600,241.29957580566406
IBM,2025-08-27,242.8699951171875,245.9600067138672,242,244.83999633789063,3698400,243.4974365234375
IBM,2025-08-28,245.42999267578125,245.8800048828125,243.36000061035156,245.72999572753906,2820800,244.382568359375
IBM,2025-08-29,245.22999572753906,245.4600067138672,241.72000122070313,243.49000549316406,2967600,242.1548614501953
IBM,2025-09-02,240.89999389648438,241.5500030517578,238.25,241.5,3469500,240.17576599121094
IBM,2025-09-03,240.02000427246094,244.25,239.41000366210938,244.10000610351563,3163200,242.76150512695313
IBM,2025-09-04,245.4199981689453,249.27999877929688,242.85000610351563,247.17999267578125,4765100,245.82461547851563
IBM,2025-09-05,248.22999572753906,249.02999877929688,245.4499969482422,248.52999877929688,3147500,247.16720581054688
IBM,2025-09-08,248.6300048828125,257.1499938964844,247.02000427246094,256.0899963378906,6940300,254.68576049804688
IBM,2025-09-09,256.1199951171875,260.6600036621094,254.8800048828125,259.1099853515625,4931100,257.6891784667969
IBM,2025-09-10,259.6499938964844,260.0799865722656,254.55999755859375,256.8800048828125,5185400,255.471435546875
IBM,2025-09-11,257.55999755859375,258.54998779296875,255.66000366210938,257.010009765625,3576000,255.60072326660156
IBM,2025-09-12,256.95001220703125,257.25,252.42999267578125,253.44000244140625,3433300,252.05029296875
IBM,2025-09-15,254.02000427246094,259.04998779296875,254,256.239990234375,4028400,254.83493041992188
IBM,2025-09-16,256.260009765625,258,254.41000366210938,257.5199890136719,2719900,256.10791015625
IBM,2025-09-17,257.5,260.9599914550781,257.010009765625,259.0799865722656,3974800,257.65936279296875
IBM,2025-09-18,258.8599853515625,265.2300109863281,256.79998779296875,265,4988400,263.5469055175781
IBM,2025-09-19,266.04998779296875,267.8699951171875,263.6400146484375,266.3999938964844,9858100,264.939208984375
IBM,2025-09-22,266.6199951171875,272.30999755859375,266,271.3699951171875,5030500,269.8819580078125
IBM,2025-09-23,272.70001220703125,273.29998779296875,269.2699890136719,272.239990234375,5394100,270.7471923828125
IBM,2025-09-24,272.6199951171875,273.6499938964844,267.29998779296875,267.5299987792969,3159900,266.0630187988281
IBM,2025-09-25,272.94000244140625,284.2300109863281,271.1499938964844,281.44000244140625,11506200,279.8967590332031
IBM,2025-09-26,280.510009765625,288.8500061035156,280.1099853515625,284.30999755859375,9063900,282.7510070800781
IBM,2025-09-29,286,286,279.6600036621094,279.79998779296875,6022100,278.2657470703125
IBM,2025-09-30,280.8800048828125,286.0199890136719,280.5199890136719,282.1600036621094,5926900,280.6128234863281
IBM,2025-10-01,280.20001220703125,286.5899963378906,280.1499938964844,286.489990234375,4381300,284.9190673828125
IBM,2025-10-02,285.7900085449219,288.5400085449219,282.7900085449219,286.7200012207031,3814200,285.1477966308594
IBM,2025-10-03,287.5,293.32000732421875,287.29998779296875,288.3699951171875,4375100,286.78875732421875
IBM,2025-10-06,288.6099853515625,291.45001220703125,287.79998779296875,289.4200134277344,2881900,287.8330078125
IBM,2025-10-07,295.54998779296875,301.0400085449219,293.2900085449219,293.8699951171875,7190100,292.25860595703125
IBM,2025-10-08,294.1600036621094,294.20001220703125,286.4700012207031,289.4599914550781,5297000,287.8727722167969
IBM,2025-10-09,289.82000732421875,290.1300048828125,283.32000732421875,288.2300109863281,4912400,286.6495361328125
IBM,2025-10-10,288.9700012207031,290.3900146484375,277.5,277.82000732421875,4508500,276.2966003417969
IBM,2025-10-13,279.7900085449219,282.44000244140625,274.6400146484375,277.2200012207031,4333800,275.69989013671875
IBM,2025-10-14,275.5199890136719,277.5299987792969,272.54998779296875,276.1499938964844,3058100,274.6357421875
IBM,2025-10-15,278.3800048828125,285.45001220703125,277,280.75,3346800,279.2105407714844
IBM,2025-10-16,281.1099853515625,282.55999755859375,275.6000061035156,275.9700012207031,2956900,274.4567565917969
IBM,2025-10-17,276.1499938964844,283.3999938964844,275.3500061035156,281.2799987792969,5309600,279.7376403808594
IBM,2025-10-20,281.25,285.5,280.9599914550781,283.6499938964844,3494300,282.0946350097656
IBM,2025-10-21,283.30999755859375,285.30999755859375,281.6000061035156,282.04998779296875,4081000,280.5033874511719
IBM,2025-10-22,281.989990234375,289.1700134277344,281.3500061035156,287.510009765625,10538500,285.9334716796875
IBM,2025-10-23,264.95001220703125,285.5799865722656,263.55999755859375,285,16676400,283.4372253417969
IBM,2025-10-24,283.7699890136719,310.75,282.2099914550781,307.4599914550781,16914200,305.7740783691406
IBM,2025-10-27,307.79998779296875,313.5,302.8800048828125,313.0899963378906,9868200,311.3731994628906
IBM,2025-10-28,312.6000061035156,319.3500061035156,311.4100036621094,312.57000732421875,6044800,310.8560791015625
IBM,2025-10-29,312.7900085449219,314.3299865722656,307.5199890136719,308.2099914550781,4135900,306.51995849609375
IBM,2025-10-30,306.6499938964844,313.75,305.0199890136719,310.05999755859375,4694300,308.3598327636719
IBM,2025-10-31,312,313.5,301.6300048828125,307.4100036621094,7697500,305.724365234375
IBM,2025-11-03,308,312.1400146484375,304.2300109863281,304.7300109863281,4958000,303.0590515136719
IBM,2025-11-04,300,303.1700134277344,296,300.8500061035156,5677300,299.2003173828125
IBM,2025-11-05,301.3800048828125,307.20001220703125,299.7099914550781,306.7699890136719,4650400,305.0878601074219
IBM,2025-11-06,306.75,315.44000244140625,301.0899963378906,312.4200134277344,6818500,310.7068786621094
IBM,2025-11-07,309.67999267578125,310,302.6300048828125,306.3800048828125,5070800,304.70001220703125
IBM,2025-11-10,306.82000732421875,309.94000244140625,304.2300109863281,309.1300048828125,2975200,309.1300048828125
IBM,2025-11-11,309,317.9100036621094,308.42999267578125,313.7200012207031,4381900,313.7200012207031
IBM,2025-11-12,319.8900146484375,324.8999938964844,314.5299987792969,314.9800109863281,6042700,314.9800109863281
IBM,2025-11-13,312.2900085449219,314.6000061035156,303.67999267578125,304.8599853515625,5310200,304.8599853515625
IBM,2025-11-14,300,307.7200012207031,297.5899963378906,305.69000244140625,3592500,305.69000244140625
IBM,2025-11-17,305.5899963378906,306,296.510009765625,297.1700134277344,3909700,297.1700134277344
IBM,2025-11-18,297,297,289.9200134277344,289.95001220703125,4861900,289.95001220703125
IBM,2025-11-19,290.5,291.1099853515625,288.07000732421875,288.5299987792969,3595900,288.5299987792969
IBM,2025-11-20,294.6400146484375,300.7099914550781,290.1600036621094,290.3999938964844,5597000,290.3999938964844
IBM,2025-11-21,293.4800109863281,300.4800109863281,291.8900146484375,297.44000244140625,5710900,297.44000244140625
IBM,2025-11-24,299.17999267578125,307.17999267578125,297.510009765625,304.1199951171875,6050600,304.1199951171875
IBM,2025-11-25,304.1300048828125,306,297.05999755859375,304.4800109863281,2825300,304.4800109863281
IBM,2025-11-26,305.17999267578125,306.6000061035156,301.6400146484375,303.2099914550781,2196400,303.2099914550781
IBM,2025-11-28,304.05999755859375,309.17999267578125,303.6000061035156,308.5799865722656,1689000,308.5799865722656
IBM,2025-12-01,306.510009765625,307.1199951171875,302.79998779296875,305.6700134277344,3166600,305.6700134277344
IBM,2025-12-02,307,310.4700012207031,301.57000732421875,301.7799987792969,4261100,301.7799987792969
IBM,2025-12-03,302.8800048828125,303.9700012207031,298.9100036621094,302.6199951171875,3953400,302.6199951171875
IBM,2025-12-04,302.8800048828125,309.6099853515625,302.5400085449219,307.989990234375,2962500,307.989990234375
IBM,2025-12-05,308.5899963378906,311.8299865722656,307.17999267578125,307.94000244140625,2344700,307.94000244140625
IBM,2025-12-08,309.6199951171875,315.3500061035156,307.95001220703125,309.17999267578125,3630200,309.17999267578125
IBM,2025-12-09,309.6300048828125,313.9700012207031,308.75,310.4800109863281,2935300,310.4800109863281
IBM,2025-12-10,310.2300109863281,314.69000244140625,306.6499938964844,312.6700134277344,3411500,312.6700134277344
IBM,2025-12-11,312,313.44000244140625,308.3999938964844,310.739990234375,2755700,310.739990234375
IBM,2025-12-12,310.57000732421875,311.04998779296875,303.3299865722656,309.239990234375,2953400,309.239990234375
IBM,2025-12-15,308.989990234375,311.3599853515625,306.3500061035156,308.6600036621094,3566700,308.6600036621094
IBM,2025-12-16,307.32000732421875,307.3800048828125,300.4200134277344,303.17999267578125,3366900,303.17999267578125
IBM,2025-12-17,303.7900085449219,306.25,303.0799865722656,303.32000732421875,3131000,303.32000732421875
IBM,2025-12-18,303.1499938964844,304.45001220703125,295.70001220703125,300.45001220703125,5411700,300.45001220703125
IBM,2025-12-19,300.3500061035156,306.8599853515625,299.1000061035156,300.9800109863281,11031000,300.9800109863281
IBM,2025-12-22,301.0299987792969,303.17999267578125,298.32000732421875,302.7900085449219,2612100,302.7900085449219
IBM,2025-12-23,301.3399963378906,305.1300048828125,300.6499938964844,303.7799987792969,2923000,303.7799987792969
IBM,2025-12-24,303.760009765625,305.1499938964844,302.29998779296875,304.55999755859375,1210600,304.55999755859375
IBM,2025-12-26,304.69000244140625,305.75,303.6700134277344,305.0899963378906,2814700,305.0899963378906
IBM,2025-12-29,304.6499938964844,310,303.75,305.739990234375,4664500,305.739990234375
IBM,2025-12-30,306.1499938964844,306.239990234375,302,302.04998779296875,1883700,302.04998779296875
IBM,2025-12-31,301.760009765625,301.8500061035156,295.8699951171875,296.2099914550781,3430100,296.2099914550781
IBM,2026-01-02,297.55999755859375,297.57000732421875,289,291.5,4662800,291.5
IBM,2026-01-05,295.7699890136719,299.19000244140625,294.25,294.9700012207031,4190000,294.9700012207031
IBM,2026-01-06,295,303.0400085449219,294.4200134277344,302.4700012207031,4147300,302.4700012207031
IBM,2026-01-07,302.5,304.30999755859375,296.3500061035156,296.7300109863281,2833300,296.7300109863281
IBM,2026-01-08,295,303.6700134277344,295,302.7200012207031,3343300,302.7200012207031
IBM,2026-01-09,302.6099853515625,307,302,304.2200012207031,2718800,304.2200012207031
IBM,2026-01-12,302.6199951171875,312.3299865722656,299.9599914550781,312.17999267578125,3895200,312.17999267578125
IBM,2026-01-13,311.6000061035156,312.80999755859375,301.8699951171875,303.1600036621094,4507800,303.1600036621094
IBM,2026-01-14,303.5,309.19000244140625,301.5,309.0299987792969,3779000,309.0299987792969
IBM,2026-01-15,309,311.8800048828125,297.0400085449219,297.95001220703125,4932500,297.95001220703125
IBM,2026-01-16,301,307.45001220703125,300.7799987792969,305.6700134277344,6199600,305.6700134277344
IBM,2026-01-20,301.3500061035156,301.6000061035156,290.1600036621094,291.3500061035156,7275500,291.3500061035156
IBM,2026-01-21,292.760009765625,297.6700134277344,292.510009765625,297.5400085449219,5185000,297.5400085449219
